dive_id,mode,date,depth,time,max_depth,depth_minus,max_depth_minus,duration,temp,date_lub,date_lub_min,date_day
71,2,2023-02-22 10:01:12,4.05,112,12.99,-4.05,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.18,114,12.99,-4.18,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.41,116,12.99,-4.41,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.5,118,12.99,-4.5,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.57,120,12.99,-4.57,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.63,122,12.99,-4.63,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.84,124,12.99,-4.84,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,4.98,126,12.99,-4.98,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5,128,12.99,-5,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5.24,130,12.99,-5.24,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5.44,132,12.99,-5.44,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5.54,134,12.99,-5.54,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5.54,136,12.99,-5.54,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,5.85,138,12.99,-5.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.08,140,12.99,-6.08,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.32,142,12.99,-6.32,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.44,144,12.99,-6.44,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.64,146,12.99,-6.64,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.74,148,12.99,-6.74,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,6.83,150,12.99,-6.83,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.1,152,12.99,-7.1,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.36,154,12.99,-7.36,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.57,156,12.99,-7.57,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.52,158,12.99,-7.52,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.61,160,12.99,-7.61,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,7.98,162,12.99,-7.98,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.24,164,12.99,-8.24,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.29,166,12.99,-8.29,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.53,168,12.99,-8.53,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.69,170,12.99,-8.69,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.79,172,12.99,-8.79,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.74,174,12.99,-8.74,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.02,176,12.99,-9.02,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.08,178,12.99,-9.08,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.23,180,12.99,-9.23,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.23,182,12.99,-9.23,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.33,184,12.99,-9.33,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.53,186,12.99,-9.53,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.6,188,12.99,-9.6,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.39,190,12.99,-9.39,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.57,192,12.99,-9.57,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.68,194,12.99,-9.68,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.75,196,12.99,-9.75,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.61,198,12.99,-9.61,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.78,200,12.99,-9.78,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.85,202,12.99,-9.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.89,204,12.99,-9.89,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.85,206,12.99,-9.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.03,208,12.99,-10.03,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.11,210,12.99,-10.11,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.17,212,12.99,-10.17,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.18,214,12.99,-10.18,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.04,216,12.99,-10.04,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.16,218,12.99,-10.16,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.09,220,12.99,-10.09,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.22,222,12.99,-10.22,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.38,224,12.99,-10.38,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.43,226,12.99,-10.43,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.58,228,12.99,-10.58,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.73,230,12.99,-10.73,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.8,232,12.99,-10.8,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.06,234,12.99,-11.06,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.19,236,12.99,-11.19,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.18,238,12.99,-11.18,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.08,240,12.99,-11.08,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.1,242,12.99,-11.1,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.06,244,12.99,-11.06,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.03,246,12.99,-11.03,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.88,248,12.99,-10.88,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11,250,12.99,-11,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.95,252,12.99,-10.95,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.96,254,12.99,-10.96,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.85,256,12.99,-10.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.79,258,12.99,-10.79,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.92,260,12.99,-10.92,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.09,262,12.99,-11.09,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.23,264,12.99,-11.23,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.4,266,12.99,-11.4,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.05,268,12.99,-11.05,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.18,270,12.99,-11.18,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.85,272,12.99,-10.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.92,274,12.99,-10.92,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.84,276,12.99,-10.84,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.72,278,12.99,-10.72,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.55,280,12.99,-10.55,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.54,282,12.99,-10.54,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.53,284,12.99,-10.53,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.55,286,12.99,-10.55,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.45,288,12.99,-10.45,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.38,290,12.99,-10.38,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.57,292,12.99,-10.57,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.84,294,12.99,-10.84,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.97,296,12.99,-10.97,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.94,298,12.99,-10.94,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.82,300,12.99,-10.82,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.56,302,12.99,-10.56,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.56,304,12.99,-10.56,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.4,306,12.99,-10.4,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.12,308,12.99,-10.12,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.09,310,12.99,-10.09,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10,312,12.99,-10,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.05,314,12.99,-10.05,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.85,316,12.99,-9.85,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.94,318,12.99,-9.94,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.91,320,12.99,-9.91,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.82,322,12.99,-9.82,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.54,324,12.99,-9.54,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.37,326,12.99,-9.37,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.4,328,12.99,-9.4,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.45,330,12.99,-9.45,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.56,332,12.99,-9.56,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.48,334,12.99,-9.48,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.42,336,12.99,-9.42,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.26,338,12.99,-9.26,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.1,340,12.99,-9.1,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.03,342,12.99,-9.03,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.97,344,12.99,-8.97,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.04,346,12.99,-9.04,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.93,348,12.99,-8.93,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,8.93,350,12.99,-8.93,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.04,352,12.99,-9.04,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.04,354,12.99,-9.04,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.16,356,12.99,-9.16,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.12,358,12.99,-9.12,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.29,360,12.99,-9.29,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.34,362,12.99,-9.34,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.48,364,12.99,-9.48,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.62,366,12.99,-9.62,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.69,368,12.99,-9.69,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.81,370,12.99,-9.81,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.8,372,12.99,-9.8,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.96,374,12.99,-9.96,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,9.91,376,12.99,-9.91,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.09,378,12.99,-10.09,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.16,380,12.99,-10.16,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.11,382,12.99,-10.11,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.22,384,12.99,-10.22,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.29,386,12.99,-10.29,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.37,388,12.99,-10.37,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.43,390,12.99,-10.43,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.34,392,12.99,-10.34,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.47,394,12.99,-10.47,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.54,396,12.99,-10.54,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.64,398,12.99,-10.64,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.7,400,12.99,-10.7,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.73,402,12.99,-10.73,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.78,404,12.99,-10.78,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.8,406,12.99,-10.8,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.83,408,12.99,-10.83,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.8,410,12.99,-10.8,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.92,412,12.99,-10.92,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,10.93,414,12.99,-10.93,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
71,2,2023-02-22 10:01:12,11.06,416,12.99,-11.06,-12.99,2149,21.9999943,2023-02-22T10:01:12Z,2023-02-22T10:01:00Z,2023-02-22T00:00:00Z
